organiser_id,name,slug,previous_outcode,outcode,region_slug,region_label,source,confidence
ce779f08-e11b-4ee7-90fc-cf91bfc685c3,BITA - Liverpool,bita-liverpool,,L2,liverpool,Liverpool,events,high
2f2d39cf-86df-43aa-899b-072378b70f5b,BITA - London,bita-london,,EC4V,central-london,Central London,events,high
7b711163-a49f-488c-a5dd-159ce68b32b6,BITA - Manchester,bita-manchester,,M1,manchester,Manchester,events,high
26343a70-8374-4f4f-9a11-a5a4df119dee,BITA - Northern Ireland,,,BT2,belfast,Belfast,events,high
c9d8563b-acc5-4551-98b9-ff4e0abe769b,BITA - South West (Devon),bita-south-west-devon,,BS1,bristol,Bristol,place_name,medium
50e41b7f-bb40-41f9-912f-b9d1540702c6,BITA - Surrey,bita-surrey,,GU1,surrey,Surrey,place_name,medium
435b5731-6a7c-4452-a32d-4cfb10a4afd8,Black Solicitors Network,black-solicitors-network,,EC4V,central-london,Central London,events,high
2ebcb3d0-d17c-40df-8b08-85a770398fe6,Blaze BNI (Hitchin),blaze-bni-hitchin,,SG16,hertfordshire,Hertfordshire,events,high
385be265-1924-4be5-9b0a-07e6922ab76e,BMUK,bmuk,,M1,manchester,Manchester,place_in_description,low
d9726826-78d3-4dd5-a501-bb25ad370c81,BNI - Abbey (BNI (Paisley),bni-abbey-bni-paisley,,PA2,,,events,high
916057b6-3130-4f00-a2d7-7e41a3e9a76a,BNI - BNI Belfast Waterfront,bni-bni-belfast-waterfront,,BT1,belfast,Belfast,place_name,medium
da9ed499-cb95-4ca3-8aa6-4e7fd4d7b05a,BNI - BNI Erimus (Belfast),bni-bni-erimus-belfast,,BT43L,belfast,Belfast,events,high
0fb66af6-55fd-4647-be9f-9cf2176b2a47,BNI - Cardiff Central,bni-cardiff-central,,CF3,cardiff,Cardiff,place_name,medium
9b0473e4-cec1-4276-b10c-fbe61989989c,BNI - Deeside - North Wales,bni-deeside-north-wales,,CF3,cardiff,Cardiff,place_name,medium
74f08a8e-f222-46a8-b269-acfcea94ddd9,BNI - Eden Business Network - Lancashire North West,bni-eden-business-network-lancashire-north-west,,PR1,lancashire,Lancashire,place_name,medium
24f5cd4c-0bfd-46e8-914a-865cf11b2aa9,BNI - Energy (Aberdeen),bni-energy-aberdeen,,EH1,edinburgh,Edinburgh,place_name,medium
e7463240-eab0-47a3-b21d-72cfb56195c1,BNI - Enterprise BNI - Glasgow & South Lanarkshire,bni-enterprise-bni-glasgow-south-lanarkshire,,G1,glasgow,Glasgow,place_name,medium
f973cbcc-1ae0-43ea-ad36-7103a6b3414d,BNI - Evolution Glasgow,bni-bni-glasgow,,G42,glasgow,Glasgow,events,high
2bb41854-5137-4bb9-8c1f-b084b136dde1,BNI - Nova (Newport,bni-nova-newport,,CF3,cardiff,Cardiff,place_name,medium
4e1f260f-bbc3-4046-9652-b65861519e06,BNI - Phoenix Basingstoke,bni-phoenix-basingstoke,,SO14,hampshire,Hampshire,place_name,medium
581d136f-2635-4acb-b8f9-01876bd31556,BNI - Spectrum - North Wales,bni-spectrum-north-wales,,CF3,cardiff,Cardiff,place_name,medium
9dacc539-4411-4046-8197-3bef0d038e65,BNI -1st Eastbourne BNI,bni-1st-eastbourne-bni,,BN1,sussex,Sussex,place_name,medium
6a680b8f-c97b-4b30-a0f2-6e3f52e52189,BNI -Abundance BNI (Harrogate),bni-abundance-bni-harrogate,,LS1,leeds,Leeds,place_name,medium
e6286d90-8d38-4c64-9e39-6b8b4ca239cb,BNI -Academy (Oxford),bni-academy-oxford,,OX1,oxford,Oxford,place_name,medium
599db446-04ea-48fc-bd69-0f8172ce2168,BNI -Achievers BNI (Wolverhampton) - Black Country,bni-achievers-bni-wolverhampton-black-country,,B1,birmingham,Birmingham,place_name,medium
e24a2875-d5a9-4098-8a69-b8c597e07913,BNI -Alban (St Albans),bni-alban-st-albans,,AL1,hertfordshire,Hertfordshire,place_name,medium
805cacc7-0d6e-46aa-bd2e-f3a0bb21f8e7,BNI -Alliance BNI London NE,bni-alliance-bni-london-ne,,E1,london,London,place_name,medium
6b6366b5-ce0b-4909-b440-d09b4af88ab8,BNI -Ambition Norwich,bni-ambition-norwich,,CB1,cambridge,Cambridge,place_name,medium
d8c369cc-217b-40f8-b27c-da987fdcc15e,BNI -Ashford,bni-ashford,,CT1,kent,Kent,place_name,medium
cf65b4e9-24bc-474a-ad62-61ed79bb4f47,BNI -Steel BNI (Middlesbrough),bni-steel-bni-middlesbrough,,NE1,newcastle,Newcastle,place_name,medium
3e401dc1-1f84-4fa4-9731-4938fe5ed126,BNI -Synergy (Hertford),bni-synergy-hertford,,AL1,hertfordshire,Hertfordshire,place_name,medium
56a4ccd8-eb65-4a55-82c4-5e354bd86d05,BNI -Synergy BNI Barnsley,bni-synergy-bni-barnsley,,S1,sheffield,Sheffield,place_name,medium
28dfa25e-4624-4963-ba92-2d94d7a8af96,BNI A27 - Essex West,bni-bni-a27-essex-west,,CM0,essex,Essex,place_name,medium
c17e5ee6-c6d3-45a5-9dd8-8cb0abfb575e,BNI Action - Essex East,bni-bni-action-essex-east,,CM0,essex,Essex,place_name,medium
1ef0e433-c6bf-4730-9e79-ccdb329e16ad,BNI Alpha - Liverpool,bni-bni-alpha-liverpool,,L3,liverpool,Liverpool,events,high
de2ca4f7-7fa0-4727-9150-0b218ccede16,BNI Apollo - London East,bni-bni-apollo-london-east,,E1,london,London,place_name,medium
be0a2712-b282-4a01-a3ca-84c82e5d82f0,BNI Bradman (Bristol),bni-bni-bradman-bristol,,BS1,bristol,Bristol,place_name,medium
91d40a4b-c054-46da-83d0-18dad5f7545f,BNI Central - Central London & The City,bni-bni-central-central-london-the-city,,E1,central-london,Central London,place_name,medium
0822289a-049f-458b-b948-7774a642aa7d,BNI Concorde - Somerset,bni-bni-concorde-somerset,,BS1,bristol,Bristol,place_name,medium
ec0cbfe5-3fe0-44bc-b19c-6304f589440a,BNI Conversion - Kent West,bni-bni-conversion-kent-west,,CT1,kent,Kent,place_name,medium
4386c10e-81bb-4a4f-8c08-8a929108f8c4,BNI Devon,bni-devon,,BS1,bristol,Bristol,place_name,medium
c178ed6f-ee2e-459a-836d-021967037b7c,BNI Dorset,bni-dorset,,BH1,bournemouth,Bournemouth,place_name,medium
f2c67e6e-e99f-40f4-ad3a-a65e7e55f682,BNI Fusion Warrington,bni-fusion-warrington,,CH1,cheshire,Cheshire,place_name,medium
3953c44e-c1d3-48e9-b996-86d6e898892d,BNI Granta - Cambridge,bni-bni-granta-cambridge,,CB1,cambridge,Cambridge,place_name,medium
a937e41c-a09b-4e18-8103-515afd487936,BNI Legend - Suffolk,bni-bni-legend-suffolk,,CM0,essex,Essex,place_name,medium
a4679da3-fd14-4127-bacc-cf7b1ae291be,BNI Leicestershire and Rutland,bni-leicestershire-and-rutland,,LE1,leicester,Leicester,place_name,medium
7c3590fc-cb1d-4555-b58c-646af7c2bd8d,BNI Lima - Liverpool,bni-bni-lima-liverpool,,L1,liverpool,Liverpool,place_name,medium
12340777-0ffa-447b-9485-cbffc90e5fd8,BNI Marina (Hull),bni-aspire-bni-hull,,HU1,leeds,Leeds,events,high
a8fde5c1-8271-477e-94a1-4d2991d84e3b,BNI Parade (Bath),bni-bni-parade-bath,,BS1,bristol,Bristol,place_name,medium
8d55b9c0-661c-4246-a2e8-fd02d916597d,BNI Prime Online - Hampshire South,bni-bni-prime-online-hampshire-south,,SO14,hampshire,Hampshire,place_name,medium
fdc5fd4d-dddb-4f96-ad24-a678e591ced9,BNI Scotland South,bni-scotland-south,,EH1,edinburgh,Edinburgh,place_name,medium
a6ad51a1-e974-4a1d-bb0b-557a060b0307,BNI South Wales,bni-south-wales,,CF3,cardiff,Cardiff,place_name,medium
c7da69cc-7154-4933-bfb1-2ccd7b09b159,BNI South Wales,bni-south-wales-2,,CF3,cardiff,Cardiff,place_name,medium
db9ab4b5-0e77-4e67-8321-56291926b2ea,BNI Thomas Telford (Newport),bni-thomas-telford-newport,,CF3,cardiff,Cardiff,place_name,medium
5b2327f7-1910-46f1-b2e9-ef4462178e7d,BNNL (Business Networking North London),bnnl-business-networking-north-london,,N2,north-london,North London,place_name,medium
9e007828-de80-4aca-b6cd-42b72ddb9ffa,BoB Connections,bob-connections,,CT7,kent,Kent,events,high
985c30e1-5548-411f-b87c-978ff0ddffa7,BoB Networking,bob-networking,,HP22,buckinghamshire,Buckinghamshire,events,high
124f284b-1a58-4ec8-b7e7-a9a0db32ce0b,Boom Business Club,boom-business-club,,WC2N,central-london,Central London,events,high
bc4cdb1b-ea38-4d37-8c55-6b7190d5970c,BPA (Bournemouth Property Association),bpa-bournemouth-property-association,,BH2,bournemouth,Bournemouth,events,high
b3651bcc-e30c-4388-b40c-ae392319a205,Britton & Time Solicitors,briton-solicitors,,BN1,brighton,Brighton,events,high
74fe1beb-02a3-402f-80f9-2bbd6b7f79a2,Bromley Business Network Limited,bromley-business-network-limited,,BR2,south-london,South London,events,high
6edba048-96ce-4f11-8f8d-f1a4ec057a3f,Bucks Fizz Networking,bucks-fizz-networking,,MK18,buckinghamshire,Buckinghamshire,events,high
3a334e2d-bc5b-44c0-af54-ef863ef842a1,BUN (Birmingham's Unique Network),bun-birmingham-s-unique-network,,B1,birmingham,Birmingham,place_name,medium
64e72b47-697d-4376-95ae-e16c2b388bf3,Business & IP Centre Norfolk,business-ip-centre-norfolk,,CB1,cambridge,Cambridge,place_name,medium
7f174ff0-7472-42fa-8bd5-d5b008d9297f,Business Base,business-base,,SS6,essex,Essex,events,high
f155e4c9-4ef5-4ef4-8417-eebc21f55675,Business Buzz - Bedfordshire,business-buzz-bedfordshire,,MK40,cambridgeshire,Cambridgeshire,events,high
d71dd98e-4dc5-4703-824e-a9ae805c8af7,Business Buzz - Buckinghamshire,business-buzz-buckinghamshire,,HP6,buckinghamshire,Buckinghamshire,place_name,medium
5e81b943-d9f3-44f3-b1e2-7223b4237492,Business Buzz - Cheltenham,business-buzz-cheltenham,,BS1,bristol,Bristol,place_name,medium
c5868687-ed36-436d-900a-7910f48a7cf2,Business Buzz - Essex,business-buzz-essex,,CM0,essex,Essex,place_name,medium
97a4cddd-649c-4659-9c71-aefaacfe33c2,Business Buzz - Leicestershire & Rutland,business-buzz-leicestershire-rutland,,LE1,leicester,Leicester,place_name,medium
a8b73c9f-8a4d-4ad9-995e-62b184cd3dd9,Business Buzz - London,business-buzz-london,,E1,london,London,place_name,medium
69697a62-32f9-495b-b450-7c05b5521bfd,Business Buzz - Northamptonshire,business-buzz-northamptonshire,,HP6,buckinghamshire,Buckinghamshire,place_name,medium
5797fecc-6517-40e9-a9b8-f77c06255144,Business Buzz - Oxfordshire,business-buzz-oxfordshire,,OX1,oxfordshire,Oxfordshire,place_name,medium
25c3ad43-d63b-4890-9f9a-296febc80071,Business Focus Networking - Burton,business-focus-networking-burton,,DE14,,,events,high
8c5df762-fe25-47e3-ae87-c7704aa915c8,Business Gateway,business-gateway,,EH8,edinburgh,Edinburgh,events,high
faaf38a1-b947-4f1a-8a1e-f4a38e3294d9,Business Growth Club,business-growth-club-2,,MK3,buckinghamshire,Buckinghamshire,events,high
1dc38185-87f3-42a5-9eae-0d02c8123ee6,Business Junction,business-junction,,E1,london,London,place_in_description,low
772f1300-4ef1-4f2e-89e8-92a2fda991da,Business Matching UK - Leeds,,,LS16,leeds,Leeds,events,high
95054a2c-547a-4d13-aa6b-98cc70742427,Business Matching UK - London,bmuk-2,,SL3,berkshire,Berkshire,events,high
280ea41f-85ac-432c-922f-28064c8de2d7,Business Matching UK - Manchester,,,M24,manchester,Manchester,events,high
d57a21c0-da78-4e25-ae47-f0d3bc887472,Business Matching UK - NorthEast,,,NE9,newcastle,Newcastle,events,high
6732cbb5-7bf8-484b-b013-04fbca8ab615,Business Redcar Cleveland,business-redcar-cleveland,,TS23,,,events,high
fefe8ad4-4d9d-4717-aef8-885b36b54b1b,Business West,business-west,,GL2,,,events,high
6e2a4b71-c150-4327-8706-d7b38c0921f9,Businesswomen UnLtd,businesswomen-unltd,,N21,north-london,North London,events,high
fb6038b4-b48f-4e91-a867-4e01a587e037,Busy Networking,busy-networking,,MK44,,,events,high
b8e061cf-b2c6-4aa4-92e3-f78149771945,Busy Women Networking,busy-women-networking,,MK45,,,events,high
a2a4e282-bd50-40c0-8e3a-96adfd8f75e0,Buy Local Norfolk,buy-local-norfolk,,NR18,cambridge,Cambridge,events,high
4cbebb4c-9ac2-4639-9579-163e490d4da5,Buzzard Networking,buzzard-networking,,LU7,,,events,high
43a0b980-0e4d-483a-8759-cfeaab9e97c1,BWC (Business Women Connections),bwc-business-women-connections,,EH1,edinburgh,Edinburgh,place_in_description,low
3ac660a2-fea1-4e14-9662-b221acc8f87c,BWC Aberdeen,bwc-aberdeen,,AB24,edinburgh,Edinburgh,events,high
c5c8ecd0-2999-455f-96ec-026ab74c9eb8,BWC Edinburgh & Fife,bwc-edinburgh-fife,,EH1,edinburgh,Edinburgh,events,high
a3340846-0f10-43b1-93b1-d8ed456db29a,BYP Network,byp-network,,W1H,central-london,Central London,events,high
0d3f4496-9a90-4d2f-a149-d177e3c5c088,Cadre Rocket,cadre-rocket,,CB1,cambridge,Cambridge,place_in_description,low
117b4d52-9fea-4d02-b4d6-a267b064be43,Calm Horizon Coaching,calm-horizon-coaching,,M2,manchester,Manchester,events,high
1bf86fc0-e1ce-4d0f-840a-e4d0e6c030d8,Cambridge United Business Club (Football Club),cambridge-united-business-club-football-club,,CB1,cambridge,Cambridge,place_name,medium
a5ac58f6-c231-4266-a67c-8e2fac05b0b8,Cambridge Wireless,cambridge-wireless,,CB1,cambridge,Cambridge,place_name,medium
1546bc28-287b-449b-949e-b47aa2cad65f,Canary Wharf Female Entrepreneurs Network,canary-wharf-female-entrepreneurs-network,,E2,east-london,East London,place_name,medium
087ecbd5-f305-4985-831d-636ec43d4812,Cardiff Business Club,cardiff-business-club,,CF3,cardiff,Cardiff,place_name,medium
523bcc46-1f6d-44e4-aa88-d31cf941413b,Cardiff Start,cardiff-start,,CF3,cardiff,Cardiff,place_name,medium
ed61c866-d5ec-4c43-a901-cbd42085e31f,Catena Network,catena-network,,DE1,,,events,high
95f6521e-025b-45c6-a3fc-20281c85dc21,CBN (City Business Network),cbn-city-business-network,,EC3V,central-london,Central London,events,high
65fb868c-a561-47da-b2d8-e8b1e3ad7953,Chamber of trade  - Ayrshire,chamber-of-trade-ayrshire,,KA1,glasgow,Glasgow,events,high
7d47e20c-a926-495d-9775-3081e57fdba7,Chamber of trade  - Black Country,chamber-of-trade-black-country,,WV10,,,events,high
22006e98-a138-4596-b183-6c6c34f53fb3,Chamber of trade  - Cambridgeshire,chamber-of-trade-cambridgeshire,,CB7,cambridge,Cambridge,events,high
7cfe0abe-af0e-4d41-8d72-0e45058edd14,Chamber of trade  - Chambers Wales,chamber-of-trade-chambers-wales,,NP20,cardiff,Cardiff,events,high
1cfd097a-407e-464a-8c06-95ee7a2e3c8e,Chamber of trade  - Cornwall,chamber-of-trade-cornwall,,TR4,bristol,Bristol,events,high
6d05f2c5-d4e4-4cb8-bf73-c844e9478158,Chamber of trade  - Coventry & Warwickshire,chamber-of-trade-coventry-warwickshire,,CV5,birmingham,Birmingham,events,high
f9f8773b-5b95-4383-8459-754504927396,Chamber of trade  - Cumbria,chamber-of-trade-cumbria,,CA2,lancashire,Lancashire,events,high
d553a8a1-0025-4643-ad93-b2fb455b8890,Chamber of trade  - Devon,chamber-of-trade-devon,,PL2,bristol,Bristol,events,high
b08c5735-f9f2-43c5-aa7c-d35f141cf14d,Chamber of trade  - Doncaster,chamber-of-trade-doncaster,,DN4,sheffield,Sheffield,events,high
1dc4b957-e726-42cb-9627-04c6c57033b3,Chamber of trade  - Dorset,chamber-of-trade-dorset,,BH23,bournemouth,Bournemouth,events,high
91b7be18-ca29-4b2c-a6f4-dcfc9e44b610,Chamber of trade  - Dundee & Angus,chamber-of-trade-dundee-angus,,DD1,edinburgh,Edinburgh,events,high
069663ff-6b85-40a3-9d30-504cc31b84cb,Chamber of trade  - East Lancashire,chamber-of-trade-east-lancashire,,BB5,lancashire,Lancashire,events,high
ae1b3bf3-2675-4a60-808f-7a54f1665f75,Chamber of trade  - East Midlands (Derbyshire,chamber-of-trade-east-midlands-derbyshire,,NG1,nottingham,Nottingham,place_name,medium
dc07302a-77a4-48f4-88ea-ce1af2f78737,Chamber of trade  - Edinburgh,chamber-of-trade-edinburgh,,EH1,edinburgh,Edinburgh,place_name,medium
7a5a4fd5-108e-4b40-bb18-427a8fa45907,Chamber of trade  - Essex,chamber-of-trade-essex,,CM0,essex,Essex,place_name,medium
1bd96a30-60f5-41b8-a949-c2fa358ff8fb,Chamber of trade  - Fife,chamber-of-trade-fife,,EH1,edinburgh,Edinburgh,place_name,medium
5b79f98e-3a41-44b8-b612-f84baa763d75,Chamber of trade  - Glasgow,chamber-of-trade-glasgow,,G1,glasgow,Glasgow,place_name,medium
685536a8-616c-41ba-8de7-45a1d6f12f54,Chamber of trade  - Greater Birmingham,chamber-of-trade-greater-birmingham,,B1,birmingham,Birmingham,place_name,medium
66e01f74-8041-4fa7-b33a-389b7637ffb0,Chamber of trade  - Greater Manchester,chamber-of-trade-greater-manchester,,M1,manchester,Manchester,place_name,medium
0f9d36ab-6549-49b5-8bc3-f77d434d46f3,Chamber of trade  - Hampshire,chamber-of-trade-hampshire,,SO14,hampshire,Hampshire,place_name,medium
d93cbbd1-f9e4-488e-97b5-a537dcf7e92f,Chamber of trade  - Herefordshire & Worcestershire,chamber-of-trade-herefordshire-worcestershire,,BS1,bristol,Bristol,place_name,medium
63a08609-79ca-4164-993a-fcf13bdd9926,Chamber of trade  - Hertfordshire,chamber-of-trade-hertfordshire,,AL1,hertfordshire,Hertfordshire,place_name,medium
04388150-c025-4ac3-bedb-f4be84d23e2b,Chamber of trade  - Hull & Humber,chamber-of-trade-hull-humber,,LS1,leeds,Leeds,place_name,medium
ac774a1b-853d-442a-a173-faefd6df0390,Chamber of trade  - Inverness,chamber-of-trade-inverness,,EH1,edinburgh,Edinburgh,place_name,medium
dbbb98f3-d3ec-4dcb-ae10-46a8f80502f6,Chamber of trade  - Kent Invicta,chamber-of-trade-kent-invicta,,CT1,kent,Kent,place_name,medium
ffc40aee-5cc4-4a6c-8bc3-d9fb9387d02b,Chamber of trade  - Lincolnshire,chamber-of-trade-lincolnshire,,NG1,nottingham,Nottingham,place_name,medium
3cd11361-66cc-49f5-8e51-99569feedb5b,Chamber of trade  - Liverpool,chamber-of-trade-liverpool,,L1,liverpool,Liverpool,place_name,medium
a84c03a0-5160-4031-b0b4-dc6eac82745a,Chamber of trade  - London,chamber-of-trade-london,,E1,london,London,place_name,medium
b4c4c483-c32b-4e2f-955e-7ff4a6bb5847,Chamber of trade  - Norfolk,chamber-of-trade-norfolk,,CB1,cambridge,Cambridge,place_name,medium
9342493e-4411-4c57-bd12-cbe391953a20,Chamber of trade  - North & Western Lancashire,chamber-of-trade-north-western-lancashire,,PR1,lancashire,Lancashire,place_name,medium
6810456b-76bb-4a24-9192-434b125014de,Chamber of trade  - Sheffield,chamber-of-trade-sheffield,,S1,sheffield,Sheffield,place_name,medium
46d8e93e-5c07-477f-a787-46651c7cdc63,Chamber of trade  - Shropshire,chamber-of-trade-shropshire,,B1,birmingham,Birmingham,place_name,medium
e7f39e09-244b-43b5-930d-c5d8c75f2fa6,Chamber of trade  - Somerset,chamber-of-trade-somerset,,BS1,bristol,Bristol,place_name,medium
b9a135d6-327c-4e88-bdf7-68c01e246d94,Chamber of trade  - South Cheshire,chamber-of-trade-south-cheshire,,CH1,cheshire,Cheshire,place_name,medium
3e01b5c1-3a50-4278-9495-251b81d71af6,Chamber of trade  - Staffordshire,chamber-of-trade-staffordshire,,B1,birmingham,Birmingham,place_name,medium
46a96d0a-ebea-42f9-ab54-f77dccfcec8f,Chamber of trade  - Suffolk,chamber-of-trade-suffolk,,CM0,essex,Essex,place_name,medium
307a8866-a2aa-4dad-879f-a2dc26eb2650,Chamber of trade  - Surrey,chamber-of-trade-surrey,,GU1,surrey,Surrey,place_name,medium
291f978a-81bc-4813-acd4-c64702258bd3,Chamber of trade  - Sussex,chamber-of-trade-sussex,,BN1,sussex,Sussex,place_name,medium
d78a04e0-7160-44e6-a6ba-d4f6cbb59c23,Chamber of trade  - Wirral,chamber-of-trade-wirral,,L1,liverpool,Liverpool,place_name,medium
ff73de66-339c-4d28-bbeb-a3c73a2bf4ff,Chamber of trade  -West Cheshire & North Wales,chamber-of-trade-west-cheshire-north-wales,,CH1,chester,Chester,events,high
f571c913-b016-421d-ae15-06766eafeb28,Chambers of Commerce - Greater Birmingham,chambers-of-commerce-greater-birmingham,,B1,birmingham,Birmingham,events,high
aa60fa2a-5a70-4d25-af1f-bb1278e10aa1,Chartered Institute of Fundraising - East Midlands,chartered-institute-of-fundraising-east-midlands,,NG1,nottingham,Nottingham,place_name,medium
ca0fef4c-0134-40a9-8bfa-8dbd2911f84a,Chartered Institute of Fundraising - North West,chartered-institute-of-fundraising-north-west,,M1,manchester,Manchester,place_in_description,low
c9a4eafd-9b9c-443b-b98a-d3de600428cb,Chartered Institute of Fundraising - West Midlands,chartered-institute-of-fundraising-west-midlands,,B1,birmingham,Birmingham,place_name,medium
3fcda476-c88b-4602-91e1-f42bc155cfc1,Chartered Institute of Public Relations - Greater London,chartered-institute-of-public-relations-greater-london,,E1,london,London,place_name,medium
fc521f85-bfca-469a-83e8-a7e6520bf491,Chartered Institute of Public Relations - Midlands,chartered-institute-of-public-relations-midlands,,B1,birmingham,Birmingham,place_name,medium
73e0cfde-0b2c-45e0-acf0-e1f2377bc6a8,Chartered Institute of Public Relations - Scotland,chartered-institute-of-public-relations-scotland,,EH1,edinburgh,Edinburgh,place_name,medium
69ae5627-3a7f-4830-8590-b321df4da175,Chartered Institute of Public Relations - Wessex,chartered-institute-of-public-relations-wessex,,CM0,essex,Essex,place_name,medium
4813b6ff-a134-474a-b199-b94044693107,CIPS (Chartered Institute of Procurement & Supply) - Bedfordshire & Hertfordshire,cips-chartered-institute-of-procurement-supply-bedfordshire-hertfordshire,,AL1,hertfordshire,Hertfordshire,place_name,medium
6df4365e-c0df-4fff-ba16-75007e54a59a,CIPS (Chartered Institute of Procurement & Supply) - Birmingham & Coventry,cips-chartered-institute-of-procurement-supply-birmingham-coventry,,B1,birmingham,Birmingham,place_name,medium
1b986b22-c533-4357-aafe-16746b7c2914,CIPS (Chartered Institute of Procurement & Supply) - Central London,cips-chartered-institute-of-procurement-supply-central-london,,E1,central-london,Central London,place_name,medium
3ccd37d2-eb84-4166-b1b2-bd0710c4c6c3,CIPS (Chartered Institute of Procurement & Supply) - Derby & East Midlands,cips-chartered-institute-of-procurement-supply-derby-east-midlands,,NG1,nottingham,Nottingham,place_name,medium
